text,images,videos,gender
Some incredible gifts from my Indian cohort. I know thank you is not enough Sonal Vij,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/233722894_10160326131732871_1852102366412560184_n.jpg?stp=dst-jpg_p180x540&_nc_cat=110&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=Yohc75VyIM4AX8quUHA&_nc_ht=scontent-ord5-2.xx&oh=00_AfD09V6C29_ial-proB1Fj6RISwg1gaVrMNEYlg_6NFUkw&oe=65D5354B'],[],M
I presented my paper at AEJMC 2021: South Asia Communication Association (SACA) session,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/234333101_10160323905897871_3960300095415056198_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=3635dc&_nc_ohc=8yyYwVm53_UAX_0IS2a&_nc_ht=scontent-ord5-2.xx&oh=00_AfAR6t7bDwoc4HWbMybINMkKB5nc7PScSbCG5fvdapltjg&oe=65D4D33A'],[],M
HAPPY BIRTHDAY BHIA.PRAY FOR YOUR GOOD HEALTH AND SUCCESS.BEST WISHES  BHIA.  Shujon Mehedi Hasan,['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/230752324_3443108982582092_4409011986408630272_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=3635dc&_nc_ohc=ovhz4shoWakAX-QZbIZ&_nc_ht=scontent-ord5-1.xx&oh=00_AfBmTwS9bchrOT08_8msqDMTRL8zWtQZeUtpFHG2jGovng&oe=65D5156A'],[],M
"শুভ জন্মদিন সুজন। ভালো থেকো, সুস্থ থেকো। 
আরো অনেক সফলতা আসুক তোমার জীবনে।
 শুভ কামনা নিরন্তর.....",['https://scontent-ord5-2.xx.fbcdn.net/v/t1.18169-9/229263_10151175422607871_1406586444_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=4dc865&_nc_ohc=-JCFfR1Osy4AX-xQRTR&_nc_ht=scontent-ord5-2.xx&oh=00_AfCMJp5oPtHoGUz2DG5-QHFcNteyIZCO0IOmOl85MtMOGg&oe=65F7CB3B'],[],M
Happy Birthday!!,"['https://scontent-ord5-1.xx.fbcdn.net/v/t31.18172-8/27912642_10156432712122871_590888989889744842_o.jpg?stp=dst-jpg_p180x540&_nc_cat=108&ccb=1-7&_nc_sid=dd63ad&_nc_ohc=Its42VfKPHcAX9TlpCD&_nc_oc=AQn9huzKQrjegsuB0Zpb9MxSq5Oe3TAM_vYDn0Vkj5LjIRshjCYfGBm5WZPAzBPtpP8&_nc_ht=scontent-ord5-1.xx&oh=00_AfAPSAD8EhzIzKKIFgvWQXeRWXqz8JEJRZqU8ezkV1ak2A&oe=65F7C64C', 'https://scontent-ord5-2.xx.fbcdn.net/v/t1.18169-9/11066822_10152857113191848_2901468202504841180_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=dd63ad&_nc_ohc=S41iYx6FYj8AX_WKlLF&_nc_ht=scontent-ord5-2.xx&oh=00_AfD2cORo8UE-VGJ3hO1UgAfprhZIU-aPPVBtTXf3XT3Jrw&oe=65F7E75F', 'https://scontent-ord5-2.xx.fbcdn.net/v/t35.18174-12/10612529_10204921268531852_1134124869_o.jpg?stp=dst-jpg_s960x960&_nc_cat=102&ccb=1-7&_nc_sid=4dc865&_nc_ohc=MbI4G1h3LvEAX-M1tOe&_nc_ht=scontent-ord5-2.xx&oh=00_AfDHPKib2WFrh_JhdHGdgSeV2fh23yal_RXu9BBb4x8oxw&oe=65D1EB48']",[],M
When I was a Reporter,['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/228613920_10160308544572871_3165924910576965996_n.jpg?stp=dst-jpg_p180x540&_nc_cat=106&ccb=1-7&_nc_sid=3635dc&_nc_ohc=jpatdm3u_Z8AX91lP7n&_nc_ht=scontent-ord5-1.xx&oh=00_AfCAPI4NdECsuks4NGhYfFnr_3jt2rC5Yq6x2lP9PJ9AJA&oe=65D548C0'],[],M
"ভ্যাক্সিন হচ্ছে গাড়ির সিটবেল্টের মতো। এটা দুর্ঘটনায় চোট পাওয়া থেকে হয়তো থামাতে পারে না, কিন্তু সম্ভবত এটা জীবন রক্ষায় কাজ করে।",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/227159950_10160305022387871_4352143776726283895_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=_fZnr_qd1yMAX-LzIYJ&_nc_ht=scontent-ord5-1.xx&oh=00_AfBuOUbyE0hd-bT-67EPxZ21T6pffwRVIQ9IqUb4vYUshg&oe=65D553AA'],[],M
This is six years ago memories. I used to host news for a news channel in Bangladesh. That was Eid day too. Eid Mubarak.,"['https://scontent-ord5-2.xx.fbcdn.net/v/t1.18169-9/11752486_10153532426262871_3399869406421702224_n.jpg?stp=dst-jpg_p480x480&_nc_cat=105&ccb=1-7&_nc_sid=7f8c78&_nc_ohc=chpVpcEkdMoAX8tyZ5z&_nc_ht=scontent-ord5-2.xx&oh=00_AfDY1bEbOgHOS3cNCSGMkd96PgoIdDz-MJIjQ1PyMBshFQ&oe=65F7C8B3', 'https://scontent-ord5-2.xx.fbcdn.net/v/t1.18169-9/11010287_10153532426482871_8916549893405604654_n.jpg?stp=dst-jpg_p480x480&_nc_cat=105&ccb=1-7&_nc_sid=7f8c78&_nc_ohc=azEbQyjOk5gAX-_ZO4V&_nc_ht=scontent-ord5-2.xx&oh=00_AfC4VjUNQyPj6nyoUX5oZ9RXdTPRcoMkVTz_cJJku433vg&oe=65F7E93A', 'https://scontent-ord5-1.xx.fbcdn.net/v/t1.18169-9/11705255_10153532426682871_2287057778391308520_n.jpg?stp=dst-jpg_p480x480&_nc_cat=101&ccb=1-7&_nc_sid=7f8c78&_nc_ohc=G9ree8YY4-8AX_6no-s&_nc_ht=scontent-ord5-1.xx&oh=00_AfDup9rJLpYEClJMItdSxpWbW9o2NFa8C7S2WPSXxPnEVA&oe=65F7C27F']",[],M
When I was a Reporter,['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/228613920_10160308544572871_3165924910576965996_n.jpg?stp=dst-jpg_p180x540&_nc_cat=106&ccb=1-7&_nc_sid=3635dc&_nc_ohc=jpatdm3u_Z8AX91lP7n&_nc_ht=scontent-ord5-1.xx&oh=00_AfCAPI4NdECsuks4NGhYfFnr_3jt2rC5Yq6x2lP9PJ9AJA&oe=65D548C0'],[],M
"ভ্যাক্সিন হচ্ছে গাড়ির সিটবেল্টের মতো। এটা দুর্ঘটনায় চোট পাওয়া থেকে হয়তো থামাতে পারে না, কিন্তু সম্ভবত এটা জীবন রক্ষায় কাজ করে।",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/227159950_10160305022387871_4352143776726283895_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=_fZnr_qd1yMAX-LzIYJ&_nc_ht=scontent-ord5-1.xx&oh=00_AfBuOUbyE0hd-bT-67EPxZ21T6pffwRVIQ9IqUb4vYUshg&oe=65D553AA'],[],M
This is six years ago memories. I used to host news for a news channel in Bangladesh. That was Eid day too. Eid Mubarak.,"['https://scontent-ord5-2.xx.fbcdn.net/v/t1.18169-9/11752486_10153532426262871_3399869406421702224_n.jpg?stp=dst-jpg_p480x480&_nc_cat=105&ccb=1-7&_nc_sid=7f8c78&_nc_ohc=chpVpcEkdMoAX8tyZ5z&_nc_ht=scontent-ord5-2.xx&oh=00_AfDY1bEbOgHOS3cNCSGMkd96PgoIdDz-MJIjQ1PyMBshFQ&oe=65F7C8B3', 'https://scontent-ord5-2.xx.fbcdn.net/v/t1.18169-9/11010287_10153532426482871_8916549893405604654_n.jpg?stp=dst-jpg_p480x480&_nc_cat=105&ccb=1-7&_nc_sid=7f8c78&_nc_ohc=azEbQyjOk5gAX-_ZO4V&_nc_ht=scontent-ord5-2.xx&oh=00_AfC4VjUNQyPj6nyoUX5oZ9RXdTPRcoMkVTz_cJJku433vg&oe=65F7E93A', 'https://scontent-ord5-1.xx.fbcdn.net/v/t1.18169-9/11705255_10153532426682871_2287057778391308520_n.jpg?stp=dst-jpg_p480x480&_nc_cat=101&ccb=1-7&_nc_sid=7f8c78&_nc_ohc=G9ree8YY4-8AX_6no-s&_nc_ht=scontent-ord5-1.xx&oh=00_AfDup9rJLpYEClJMItdSxpWbW9o2NFa8C7S2WPSXxPnEVA&oe=65F7C27F']",[],M
"যুক্তরাষ্ট্রে সাংবাদিকতা ও যোগাযোগ ডিসিপ্লিনের সবচেয়ে বড় একাডেমিক বডি---এইজেএমসি। সেখানে গত বছর কনফারেন্সে আমার একটা পেপারের পোস্টার  প্রেজেন্টেশনের সুযোগ পেয়েছিলাম। ইন্টারন্যাশনাল কম্যুনিকেশন বিভাগে আমারটা সেরা পোস্টার বলে বিবেচনা করেছিলেন বিচারকরা। আজ সেটার সার্টিফিকেট পেলাম। Thank you Joe Atkins, Kristen Alley Swain and Iveta Imre for your precious guidance.",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/217869767_10160278523702871_4189321304847375481_n.jpg?stp=dst-jpg_p180x540&_nc_cat=106&ccb=1-7&_nc_sid=3635dc&_nc_ohc=wNB0gIeFZ-QAX83QS18&_nc_ht=scontent-ord5-1.xx&oh=00_AfDFYKYoRCyGvjrig7yYmpv46YRi0WKndAdgQhwPOOIqUQ&oe=65D51552'],[],M
"4th of July fireworks 
  ",[],['https://www.facebook.com/shujon/videos/931669737690224/?__cft__[0]=AZX_lkpSbC6fC9_LaBtmS0qJkF1L7Yz1pKFScKp4rivY7NybfnPAFi3_1ab6wH-dXXKkIyZR0hg0Dt-CUKDGXGsJUMtyvMtLQai-OzVnaqEetwmbLO4hIzNrg7juwErMKuDFilmcGe-ATPQafut1WNLCHxL6D223p7uL__0Fbjn_Fg&__tn__=%2B%3FFH-R'],M
Our daughter gave us a surprise craft today.,"['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/213608015_10160255205337871_4920851849555828386_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=uFie2RLo6LwAX-w255-&_nc_ht=scontent-ord5-2.xx&oh=00_AfCiC43h3ZkvWuYpLpSkk-YCWzoFiAQqhjwG2e6mVyBgtA&oe=65D57041', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/213534585_10160255206187871_2887917159369456202_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=5jpuDMD6yksAX8wT1W2&_nc_ht=scontent-ord5-2.xx&oh=00_AfBaJOFCt5rVZLP-116c8UlRpYfL8ApJk0B7L0t8Il0wNw&oe=65D56CC8']",[],M
"আজ ঢাকা বিশ্ববিদ্যালয়ের বয়স একশ বছর পূর্ণ হলো। একটা বিশ্ববিদ্যালয়ের একশ বছর পার করা অনেক বড় ব্যাপার, গৌরবের বিষয়। সামাজিক মাধ্যমে অনেকেই প্রোফাইল পিকচার পরিবর্তন করে এই গৌরবের সাথে শামিল হচ্ছেন। বাংলাদেশের এলিট জনশক্তির বড় একটা অংশের যোগান দিয়েছে এই বিশ্ববিদ্যালয়টি। বিশেষ করে যে উদ্দেশ্য নিয়ে ১৯২১ সালে এই বিশ্ববিদ্যালয়ের যাত্রা শুরু হয়েছিলো; পূর্ব বাংলায় শিক্ষিত সমাজ তৈরিতে ভূমিকা রাখা, সেক্ষেত্রে অনেকটাই সফল এই শতবর্ষী প্রতিষ্ঠানটি। তবে বৈশ্বিক প্রেক্ষাপটে বিশ্ববিদ্যালয়টির অ… See more",['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/212003748_10160250543057871_3085610727635094664_n.jpg?stp=dst-jpg_s960x960&_nc_cat=105&ccb=1-7&_nc_sid=3635dc&_nc_ohc=bRsD6rOFYFYAX_Tat7P&_nc_ht=scontent-ord5-2.xx&oh=00_AfB3XM_lYA_15XRsx1A6NqWPz3kJV-bFNOJ4cqrgQ5NZpQ&oe=65D541B8'],[],M
"যুক্তরাষ্ট্রে সাংবাদিকতা ও যোগাযোগ ডিসিপ্লিনের সবচেয়ে বড় একাডেমিক বডি---এইজেএমসি। সেখানে গত বছর কনফারেন্সে আমার একটা পেপারের পোস্টার  প্রেজেন্টেশনের সুযোগ পেয়েছিলাম। ইন্টারন্যাশনাল কম্যুনিকেশন বিভাগে আমারটা সেরা পোস্টার বলে বিবেচনা করেছিলেন বিচারকরা। আজ সেটার সার্টিফিকেট পেলাম। Thank you Joe Atkins, Kristen Alley Swain and Iveta Imre for your precious guidance.",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/217869767_10160278523702871_4189321304847375481_n.jpg?stp=dst-jpg_p180x540&_nc_cat=106&ccb=1-7&_nc_sid=3635dc&_nc_ohc=wNB0gIeFZ-QAX83QS18&_nc_ht=scontent-ord5-1.xx&oh=00_AfDFYKYoRCyGvjrig7yYmpv46YRi0WKndAdgQhwPOOIqUQ&oe=65D51552'],[],M
"4th of July fireworks 
  ",[],['https://www.facebook.com/shujon/videos/931669737690224/?__cft__[0]=AZX_lkpSbC6fC9_LaBtmS0qJkF1L7Yz1pKFScKp4rivY7NybfnPAFi3_1ab6wH-dXXKkIyZR0hg0Dt-CUKDGXGsJUMtyvMtLQai-OzVnaqEetwmbLO4hIzNrg7juwErMKuDFilmcGe-ATPQafut1WNLCHxL6D223p7uL__0Fbjn_Fg&__tn__=%2B%3FFH-R'],M
Our daughter gave us a surprise craft today.,"['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/213608015_10160255205337871_4920851849555828386_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=uFie2RLo6LwAX-w255-&_nc_ht=scontent-ord5-2.xx&oh=00_AfCiC43h3ZkvWuYpLpSkk-YCWzoFiAQqhjwG2e6mVyBgtA&oe=65D57041', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/213534585_10160255206187871_2887917159369456202_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=5jpuDMD6yksAX8wT1W2&_nc_ht=scontent-ord5-2.xx&oh=00_AfBaJOFCt5rVZLP-116c8UlRpYfL8ApJk0B7L0t8Il0wNw&oe=65D56CC8']",[],M
"আজ ঢাকা বিশ্ববিদ্যালয়ের বয়স একশ বছর পূর্ণ হলো। একটা বিশ্ববিদ্যালয়ের একশ বছর পার করা অনেক বড় ব্যাপার, গৌরবের বিষয়। সামাজিক মাধ্যমে অনেকেই প্রোফাইল পিকচার পরিবর্তন করে এই গৌরবের সাথে শামিল হচ্ছেন। বাংলাদেশের এলিট জনশক্তির বড় একটা অংশের যোগান দিয়েছে এই বিশ্ববিদ্যালয়টি। বিশেষ করে যে উদ্দেশ্য নিয়ে ১৯২১ সালে এই বিশ্ববিদ্যালয়ের যাত্রা শুরু হয়েছিলো; পূর্ব বাংলায় শিক্ষিত সমাজ তৈরিতে ভূমিকা রাখা, সেক্ষেত্রে অনেকটাই সফল এই শতবর্ষী প্রতিষ্ঠানটি। তবে বৈশ্বিক প্রেক্ষাপটে বিশ্ববিদ্যালয়টির অবস্থান নিয়েই যত সমালোচনা। কারণ আন্তর্জাতিক অঙ্গনে প্রথম ৫০০ বিশ্ববিদ্যালয়ের মধ্যে বেশিরভাগ শতবর্ষী প্রতিষ্ঠান স্থান পেলেও ঢাকা বিশ্ববিদ্যালয় সেখানে পিছিয়ে। সম্ভবত নামের তুলনায় পৃথিবীর অন্যতম খারাপ ওয়েবসাইট এই বিশ্ববিদ্যালয়ের।  এখন যেহেতু সবাই র
‍
্যাংকিং দিয়ে দিয়ে মান বিচার করে, সেক্ষেত্রে এটির মান যথেষ্ঠ নয় বলে ধরে নেয়া যায়। কিন্তু প্রশ্ন হচ্ছে ঢাকা বিশ্ববিদ্যালয় কি কখনও বিশ্বের সেরা বিশ্ববিদ্যালয়ের তালিকায় যাওয়ার স্বপ্ন দেখেছে বা চেষ্টা করেছে? মনে হয় না। যে বিশ্ববিদ্যালয়টি কখনও সেরা হওয়ার চেষ্টা করেনি, সে-কি এমনি এমনিই সেরা হয়ে যাবে? তাই কোনদিন হয়? আপনি বিসিএস ক্যাডার হওয়ার স্বপ্ন দেখলেন না, পরীক্ষা দিলেন না, আপনি কি পিএসসি'র ফলাফলের তালিকায় গিয়ে নাম খুঁজবেন?
যুক্তরাষ্ট্রের একটি বিশ্ববিদ্যালয়ে আমার ওরিয়েন্টেশনের দিন সেখানকার চ্যান্সেলর বলেছিলেন, তাদের বিশ্ববিদ্যালয়ের লক্ষ্য হচ্ছে জাতির জন্য নেতা তৈরি করা। যারা দেশের ব্যবসা, শিক্ষা, প্রযুক্তি, স্বাস্থ্য, সাহিত্য, সংস্কৃতি ও রাজনীতিতে নেতৃত্ব দেবে। তিনি বলেছিলেন, চাকরি পাওয়ার জন্য তোমাদের ভাবতে হবে না। চাকরি তোমরা এমনিতেই পাবে। আজ থেকে তোমরা ভাবো, কিভাবে তোমরা দেশ ও পৃথিবীকে নেতৃত্ব দেবে। আমরা চাই এখানকার জ্ঞান তোমাদের নতুন জিনিস আবিস্কারের নেশা তৈরি করুক, তোমাদের সিদ্ধান্ত ও নেতৃত্ব দেয়ার ক্ষমতা বাড়িয়ে দিক। 
ঢাকা বিশ্ববিদ্যালয়ের কোন উপাচার্য কি কোনদিন এ ধরনের কথা বলেছেন। আমি শিক্ষার্থী অবস্থায় যত উপাচার্যের বক্তব্য শুনেছি, সেখানে তারা বেশিরভাগ অতীতে বিশেষ করে পাকিস্তান আমলে ছাত্ররা রাজনৈতিক আন্দোলনে কি ভূমিকা রেখেছিলেন, সেটা বলতে গিয়েই আবেগপ্রবণ হয়ে পড়তেন। ফলে স্বাভাবিকভাবেই শিক্ষার্থীদের মনে দানা বাধে এই বিশ্ববিদ্যালয় রাজনীতির সূতিকাগার। এখানে পড়লে রাজনীতি শেখা যায়। হয়েছেও তাই, বিশ্ববিদ্যালয়টির কোনায়-কোনায় রন্ধ্রে-রন্ধ্রে রাজনীতি। তারা বলতেন, তোমরাই জাতিকে নেতৃত্ব দেবে। শিক্ষার্থীরা বুঝতো নেতৃত্ব মানে হয় রাজনীতি করতে হবে, না হয় সরকারি চাকরি পেতে হবে। সরকারি চাকরি পাওয়ার জন্য মধুর কেন্টিনে এসে নেতাদের চেহারা দেখাতে হবে। ঢাকা বিশ্ববিদ্যালয়ে ক’জন শিক্ষার্থী নতুন কিছু করার জন্য পড়তে এসেছে? এখানকার শিক্ষার্থীদের বড় একটা অংশ আসে দেশের প্রত্যন্ত এলাকা থেকে। তারা চাকরি পাওয়ার মতো ছোট্ট স্বপ্ন নিয়ে আসে, কিন্তু তাদের সেই স্বপ্নকে বড় করার দায়িত্ব যাদের, বিশেষকরে শিক্ষকদের তারা বেশিরভাগই হয় আত্নমগ্ন না হয় ঈর্ষা কাতর। তারপরও প্রতিটি বিভাগেই আমার ধারণা দু-তিনজন শিক্ষক পাওয়া যাবে যারা শ্রেণিকক্ষে শিক্ষার্থীদের স্বপ্ন দেখান। তাদের কারণেই এখনও ঢাকা বিশ্ববিদ্যালয়ের শিক্ষার্থীরা বিশ্বের নানা প্রান্তে বিচ্ছুরণ ঘটান। 
ঢাকা বিশ্ববিদ্যালয়ের একজন শিক্ষার্থী বড় স্বপ্ন কিভাবে দেখবে? দেশের প্রত্যন্ত এলাকা থেকে তারা আসে। সবচেয়ে খারাপ পরিবেশে তারা থাকে। সবচেয়ে জঘন্য খাবার তারা খায়। ক্ষমতাসীন ছাত্রসংগঠন তাদের মিছিলে লোক দেখানোর জন্য তাদেরকে ক্রীতদাসের মতো ব্যবহার করে। সাধারণ শিক্ষার্থীরা তটস্থ থাকে, এই বুঝি তাকে হল থেকে বের করে দেয়া হবে। তারা জানে প্রভোস্ট, হাউজ টিউটর সবাই রাজনীতির শিকলে বাধা। কেউ তার পক্ষে কিছু বলবে না। তাই সে আপন মনে টিউশনি করে আর চাকরির গাইড পড়ে। যাতে পাস করেই চাকরি পেয়ে যায়, এই নরক থেকে সে বেরিয়ে যেতে পারে। 
আপনারা প্রশ্ন করতে পারেন, তাহলে ফেসবুক প্রোফাইল পিকচার পরিবর্তন করে তারা ঢাকা বিশ্ববিদ্যালয়ের গর্বে ফেটে পড়ে কেন? এটা হচ্ছে নস্টালজিয়া, স্মৃতি কাতরতা। যত ব্যর্থতা থাক, দেশের গণ্ডিতে এর সুনাম আছে। যেখানে বাঘ নেই সেখানে শিয়াল রাজা। প্রাক্তণ শিক্ষার্থীরা এই দেশীয় সুনামের অংশীদার থাকতে চায়। পাশাপাশি নতুন প্রজন্মের কাছে নিজেকে জাহির করার ব্যাপার আছে যে আমিও একদিন মেধাবি ছিলাম। কারো দয়ায় নয়, নিজের যোগ্যতায় এই বিশ্ববিদ্যালয়ের শিক্ষার্থী হয়েছিলাম। রাস্তা পাড়ি দেয়া হয়ে গেলে পথের দুভোর্গকে জীবনের অভিজ্ঞতা বলে ভ্রম হয়। 
অ্যাপলের প্রতিষ্ঠাতা স্টিভ জবস বলেছিলেন, দশ বছর উপযুক্ত শ্রম দিলে যে কোন প্রতিষ্ঠানকেই বিশ্বমানের করে গড়ে তোলা সম্ভব। তাই যদি হয়, দশ বছরে বৈশ্বিক মাপকাঠিতে ঢাকা বিশ্ববিদ্যালয়কেও উন্নীত করা সম্ভব। এজন্য আমার কিছু পরামর্শ আছে, কিন্তু তা বাস্তবায়ন করা প্রায় অসম্ভব ব্যপার। কারণ প্রথমত, হলগুলোকে ছাত্র রাজনীতির খপ্পর থেকে উদ্ধার করতে হবে। বিশ্বের কোন প্রথম সারির বিশ্ববিদ্যালয়ে লেজুড়বৃত্তির রাজনীতি করতে দেয়া হয় না। যুক্তরাষ্ট্রে বিশ্ববিদ্যালয়গুলোতে রাজনৈতিক  ছাত্রসংগঠন করা যায় না। শিক্ষার্থীরা স্টুডেন্ট ইউনিয়নের ভোট দাড়ায় একা একা। তারপর ভোটের জন্য ক্যাম্পেইন করে। শিক্ষার্থীরা ডেমোক্রেট-রিপাবলিকান করতে পারে, তবে ক্যাম্পাসের বাইরে, ভেতরে নয়। 
দ্বিতীয়ত, হলে শিক্ষার পরিবেশ ফিরিয়ে আনতে হবে। গণরুমের পরিবেশে শিক্ষার্থীদের বিকাশ সম্ভব না, হলেও হতে দেয়া উচিত না। তৃতীয়ত হলের পুরো খরচ চলতে হবে শিক্ষার্থীদের পয়সায়। ১০ টাকা বেড ভাড়া হওয়া উচিত না। কিছু অতি গরীব শিক্ষার্থী ফ্রি থাকবে। এছাড়া হলের দুই তৃতীয়াংশ শিক্ষার্থী থাকবে কম খরচে। কমপক্ষে বেড় ভাড়া হবে ৫০০ টাকায় মাসিক ভাড়া। (কমুনিস্ট ভাব দেখিয়ে লাভ নাই। যে ছাত্র-ছাত্রী স্মার্ট ফোন ব্যবহার করে সে এটা দিতে পারবে ) । বাকী এক তৃতীয়াংশ শিক্ষার্থী যাদের সামর্থ আছে, তারা ২-৩ হাজার টাকা বা আরও বেশি হতে পারে, বেড় ভাড়া দিয়ে থাকবে। 
তৃতীয়ত, বিভাগগুলোও চলবে শিক্ষার্থীদের পয়সায়। অর্ধেক শিক্ষার্থী এখনকার মতো কম বেতনে পড়বে যারা পরীক্ষা দিয়ে ভর্তি হবে। অর্ধেক শিক্ষার্থী পড়বে বেশি পয়সায়, যারা ধরা যাক কমপক্ষে বি গ্রেড পেয়েছে। তারা আবেদনের পর মেধা যাচাই বা লটারির মাধ্যমে ভর্তি হবে। 
চতুর্থত, গবেষণায় প্রচুর অর্থ খরচ করতে হবে। মাস্টার্স শিক্ষা হবে গবেষণা ধর্মী ও দুই বছর মেয়াদি। শেষ বছর যারা থিসিস নেবে, তাদের বিশ্ববিদ্যালয় বৃত্তি দেবে। মাসে কমপক্ষে ১৫-২০ হাজার টাকা হারে। থিসিস প্রোডাকটিভ হতে হবে। জৈনপুরি পীর সাহেবের জীবন ও কর্ম----এ জাতীয় থিসিস হাজারটা করেও লাভ নেই। থিসিস ইংরেজি ভাষায় হওয়া উচিত। 
পঞ্চমত, পিএইচডিকে উৎসাহ দিতে হবে। থিসিসধারীদের মধ্যে থেকে সম্ভবনাময় শিক্ষার্থীদের পিএইচডির সুযোগ দেয়া উচিত। মাসে ৩০-৫০ হাজার টাকা বৃত্তি দিতে হবে। পিএইচডি ডিজার্টেশন ইংরেজিতে হতে হবে। 
ষষ্ঠত, ডিপার্টমেন্টগুলোকে আন্তর্জাতিক একাডেমিক এসোসিয়েশনগুলোর সাথে সহযোগি হিসেবে একাডেমিক কনফারেন্স আয়োজন করতে হবে। নিয়মিত জার্নাল প্রকাশ করতে হবে। যা হবে পিয়ার রিভিউড জার্নাল। অন্তত একজন রিভিউআর দেশের বাইরের স্কলার হওয়া উচিত।
সপ্তম: যোগ্য শিক্ষক নিয়েগে বিশ্বের ভালো বিশ্ববিদ্যালয়গুলো যে ধরনের  স্টেপস অনুসরণ করে, সেগুলো নিশ্চিত করতে হবে।
অষ্টম: বিশ্ববিদ্যালয়ের শিক্ষক-শিক্ষার্থীদের সব ধরণের যোগাযোগ অন-লাইনে হতে হবে।
নবম: গবেষণার অর্থ ও বিশ্ববিদ্যালয় পরিচালনার জন্য সরকারের দিকে তাকিয়ে না থেকে ফাউন্ডেশন গড়ে তুলতে হবে। এলামনাইদের কাছ থেকে ও করপোরেট প্রতিষ্ঠানগুলোর ডোনেশনের মাধ্যমে ফাউন্ডেশন অর্থ সংগ্রহ করবে।       
 দশম: বিশ্ববিদ্যালয় একটা শপিং মল, আবাসিক হোটেল, আন্তর্জাতিক স্টেডিয়াম ও জিমনেশিয়াম গড়ে তুলবে। যেগুলো হবে তার নিয়মিত আয়ের উৎস। 
আমার প্রস্তাবগুলো আপাত দৃষ্টিতে সবগুলোই অসম্ভব মনে হচ্ছে। এই অসম্ভবগুলোকে সম্ভব করতে না পারলে লাভ নেই। কারণ আপনার যদি আন্তজার্তিক জার্নালে গবেষণা না থাকে, গবেষণার সাইটেশন না থাকে, আপনার বিশ্ববিদ্যালয়ের তথ্য, গবেষণা অনলাইনে আ্যাভলেবল না থাকে, যতই চিল্লাপাল্লা করেন, কেরাণি তৈরির বিশ্ববিদ্যালয় হয়েই থাকতে হবে। আন্তর্জাতিক মাপকাঠির বিচারে আপনার অবস্থান কোনদিন সম্মানজনক হবে না।",['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/212003748_10160250543057871_3085610727635094664_n.jpg?stp=dst-jpg_s960x960&_nc_cat=105&ccb=1-7&_nc_sid=3635dc&_nc_ohc=bRsD6rOFYFYAX_Tat7P&_nc_ht=scontent-ord5-2.xx&oh=00_AfB3XM_lYA_15XRsx1A6NqWPz3kJV-bFNOJ4cqrgQ5NZpQ&oe=65D541B8'],[],M
